Latitude,Longitude,Occurrence Status,climate_var_1,climate_var_2
-37.5488,143.68,1,222.197021484375,0.9790000319480896
-33.897545,147.322577,0,188.89988708496094,1.0760000944137573
-38.344942,146.327216,0,193.80062866210938,0.8710000514984131
-37.041306,142.357555,0,226.30215454101562,0.9760000705718994
-35.931002,145.662188,1,215.0030517578125,0.9650000333786011
-37.653363,149.06372,0,215.70059204101562,0.9670000672340393
-37.564571,140.77066,0,238.40147399902344,0.9460000395774841
-35.681933,149.909062,0,215.70059204101562,0.9670000672340393
-38.841988,143.54224,1,213.9986114501953,0.9600000381469727
-35.099636,149.566102,0,215.70059204101562,0.9670000672340393
-34.6054,150.621,1,215.70059204101562,0.9670000672340393
-36.838928,141.59985,0,232.19976806640625,0.9440000653266907
-35.665618,141.800673,0,235.00054931640625,0.968000054359436
-35.2156,147.348,1,192.99700927734375,1.0850000381469727
-37.8527,147.992,1,215.70059204101562,0.9670000672340393
-37.938473,146.356225,0,193.90126037597656,0.9110000729560852
-32.327613,149.733762,0,215.70059204101562,0.9670000672340393
-38.428472,144.035752,0,217.2996826171875,0.9340000152587891
-37.322876,147.849147,0,215.70059204101562,0.9670000672340393
-33.537959,149.255932,1,215.70059204101562,0.9670000672340393
-34.6868,150.153,1,215.70059204101562,0.9670000672340393
-36.114,150.054,1,215.70059204101562,0.9670000672340393
-35.78991,142.387734,0,234.49639892578125,1.0099999904632568
-35.686225,144.320889,0,224.5016632080078,0.9890000224113464
-37.891995,143.363085,1,219.30023193359375,0.9590000510215759
-36.059926,141.106676,0,238.00137329101562,0.9470000267028809
-37.270426,145.896249,1,199.19871520996094,0.8330000638961792
-33.190434,148.606678,0,215.70059204101562,0.9670000672340393
-38.451363,145.748198,0,198.60006713867188,0.7860000133514404
-33.6941,150.588,1,215.70059204101562,0.9670000672340393
-37.117446,146.087519,1,201.599365234375,0.9430000185966492
-33.6645,150.808,1,215.70059204101562,0.9670000672340393
-38.036377,140.839262,1,236.60098266601562,0.9790000319480896
-33.557038,150.846282,1,215.70059204101562,0.9670000672340393
-35.533006,145.442721,0,216.8035430908203,0.9810000658035278
-37.176028,144.624795,0,222.59713745117188,0.9860000610351562
-37.891446,143.36353,1,219.30023193359375,0.9590000510215759
-36.0,150.1,1,215.70059204101562,0.9670000672340393
-37.553029,142.881933,1,221.10072326660156,0.9630000591278076
-36.912871,142.244189,0,229.19894409179688,0.9640000462532043
-34.030225,150.677653,1,215.70059204101562,0.9670000672340393
-37.345,145.026,1,215.0990753173828,0.9740000367164612
-37.570313,145.678928,1,203.3038330078125,0.9020000696182251
-35.309174,149.025256,1,215.70059204101562,0.9670000672340393
-34.300921,147.430656,0,189.99618530273438,1.0490000247955322
-38.49183,145.299285,1,204.69818115234375,0.8060000538825989
-33.2752,149.125,1,215.70059204101562,0.9670000672340393
-36.9622,146.157,1,202.1995391845703,0.9500000476837158
-37.332538,143.908535,0,224.90176391601562,0.9880000352859497
-33.270297,150.207549,0,215.70059204101562,0.9670000672340393
-38.3923,147.104,1,191.9007110595703,1.097000002861023
-35.880915,143.025366,0,233.20004272460938,1.0290000438690186
-35.954361,148.807458,0,215.70059204101562,0.9670000672340393
-34.341388,148.734584,0,215.70059204101562,0.9670000672340393
-38.409281,146.087108,1,197.00294494628906,0.7920000553131104
-32.5888,149.593,1,215.70059204101562,0.9670000672340393
-33.2809,148.745,1,215.70059204101562,0.9670000672340393
-31.514318,148.245218,0,215.70059204101562,0.9670000672340393
-35.537487,149.665838,1,215.70059204101562,0.9670000672340393
-38.02612,143.812626,0,218.90011596679688,0.9530000686645508
-34.908513,145.481058,0,216.60348510742188,0.971000075340271
-36.241377,144.720972,1,221.70089721679688,1.0010000467300415
-38.126451,143.861533,0,218.40399169921875,0.940000057220459
-35.033416,149.102217,1,215.70059204101562,0.9670000672340393
-37.062831,145.745154,1,206.00057983398438,0.9650000333786011
-33.68009,150.233761,1,215.70059204101562,0.9670000672340393
-37.780274,145.049342,1,214.0988006591797,0.9650000333786011
-31.76442,148.56343,1,215.70059204101562,0.9670000672340393
-36.6154,144.511,1,223.39735412597656,0.987000048160553
-34.931238,145.599336,0,215.8992919921875,0.9730000495910645
-35.82463,147.454243,0,190.79640197753906,1.1380000114440918
-37.0482,143.807,1,225.99807739257812,0.9800000190734863
-38.559784,146.217106,1,195.00250244140625,0.8180000185966492
-36.79899,144.35749,1,225.3018798828125,0.9850000739097595
-32.259998,148.597282,1,215.70059204101562,0.9670000672340393
-36.361548,145.376266,1,214.40289306640625,0.9820000529289246
-38.17436,146.245926,1,192.20350646972656,0.7450000643730164
-36.743613,146.955526,1,191.59661865234375,0.9920000433921814
-37.667,144.973,1,215.40316772460938,0.9650000333786011
-33.692078,150.532656,1,215.70059204101562,0.9670000672340393
-37.7405,145.067,1,213.80271911621094,0.9860000610351562
-38.158142,144.566549,1,218.7960968017578,0.9300000667572021
-34.74077,148.13092,0,215.70059204101562,0.9670000672340393
-34.1,149.9,1,215.70059204101562,0.9670000672340393
-37.805389,147.609977,1,182.20204162597656,1.1480000019073486
-34.076421,147.171468,0,193.10104370117188,1.0550000667572021
-37.262549,144.195618,1,224.79774475097656,0.9920000433921814
-37.210225,142.534388,0,224.19757080078125,0.984000027179718
-33.429718,149.819612,1,215.70059204101562,0.9670000672340393
-36.993313,145.671039,0,207.29693603515625,0.9800000190734863
-36.225,144.62004,0,222.701171875,1.0010000467300415
-35.730437,148.99689,1,215.70059204101562,0.9670000672340393
-34.242423,147.397531,0,190.1002197265625,1.0530000925064087
-37.462821,145.851316,0,200.10296630859375,0.878000020980835
-34.246726,150.975021,1,215.70059204101562,0.9670000672340393
-37.525431,146.925797,0,183.2023162841797,0.8960000276565552
-36.8562,140.845,1,240.498046875,0.9820000529289246
-33.968836,148.896339,1,215.70059204101562,0.9670000672340393
-35.571863,141.66059,0,235.6967315673828,0.9660000205039978
-35.885164,150.059384,1,215.70059204101562,0.9670000672340393
-34.8737,146.623,1,200.30300903320312,0.9180000424385071
-31.609802,148.015622,0,215.70059204101562,0.9670000672340393
-34.7915,150.153,1,215.70059204101562,0.9670000672340393
-35.246092,149.352669,1,215.70059204101562,0.9670000672340393
-35.025091,145.570551,0,215.60321044921875,0.9780000448226929
-36.932801,146.964268,0,190.1962432861328,0.984000027179718
-33.5056,150.375,1,215.70059204101562,0.9670000672340393
-35.3768,149.037,1,215.70059204101562,0.9670000672340393
-33.309309,145.43066,0,216.20338439941406,0.9520000219345093
-36.679969,144.305064,1,225.7980194091797,1.0070000886917114
-33.7734,147.781792,0,215.70059204101562,0.9670000672340393
-37.39311,144.324178,1,223.597412109375,0.9960000514984131
-37.715705,143.848831,1,221.90093994140625,0.9780000448226929
-35.705091,150.144829,0,215.70059204101562,0.9670000672340393
-34.5405,146.328,1,206.89682006835938,0.9180000424385071
-35.550586,150.234777,1,215.70059204101562,0.9670000672340393
-38.030273,140.929982,0,236.4969482421875,0.9770000576972961
-36.5847,146.377,1,203.50389099121094,0.9430000185966492
-32.297918,147.175298,0,185.89906311035156,1.1090000867843628
-32.367877,147.753366,0,215.70059204101562,0.9670000672340393
-37.971211,145.536879,1,204.09605407714844,0.9180000424385071
-38.182967,147.401555,0,215.70059204101562,0.9670000672340393
-37.356369,142.87976,0,222.701171875,1.0010000467300415
-35.7575,148.992,1,215.70059204101562,0.9670000672340393
-36.911505,142.422647,0,227.30242919921875,0.9770000576972961
-38.597678,146.16401,0,195.8010711669922,0.8410000205039978
-33.226727,150.209228,1,215.70059204101562,0.9670000672340393
-38.0836,143.083,1,217.69979858398438,0.9390000700950623
-33.7311,150.714,1,215.70059204101562,0.9670000672340393
-35.692281,144.511543,0,222.99725341796875,1.0
-36.3858,143.597,1,229.90313720703125,1.0080000162124634
-34.49657,150.776927,1,215.70059204101562,0.9670000672340393
-38.021339,145.417208,1,207.69705200195312,0.9660000205039978
-35.4384,149.932,1,215.70059204101562,0.9670000672340393
-33.4361,149.566,1,215.70059204101562,0.9670000672340393
-34.676573,150.803738,1,215.70059204101562,0.9670000672340393
-36.413902,148.617138,1,215.70059204101562,0.9670000672340393
-34.146109,148.231851,0,215.70059204101562,0.9670000672340393
-36.16771,148.34206,0,215.70059204101562,0.9670000672340393
-38.3805,142.457,1,221.59686279296875,0.940000057220459
-32.996872,150.480819,0,215.70059204101562,0.9670000672340393
-34.855714,148.006776,0,215.70059204101562,0.9670000672340393
-35.875761,146.22069,0,211.40206909179688,0.9450000524520874
-38.33348,147.095262,0,192.10076904296875,1.0850000381469727
-35.331426,149.028988,1,215.70059204101562,0.9670000672340393
-38.4253,144.945,1,213.2025604248047,0.9860000610351562
-33.9701,151.095,1,215.70059204101562,0.9670000672340393
-33.223282,147.115117,0,188.89988708496094,1.0910000801086426
-37.8637,141.808,1,227.902587890625,0.9280000329017639
-37.925104,143.460527,0,218.50001525878906,0.9450000524520874
-32.5854,149.582,1,215.70059204101562,0.9670000672340393
-33.936204,148.888653,1,215.70059204101562,0.9670000672340393
-38.247894,145.160017,1,210.2017364501953,0.9040000438690186
-37.5373,144.728,1,219.70034790039062,0.971000075340271
-34.600804,150.318657,1,215.70059204101562,0.9670000672340393
-36.059048,148.472808,0,215.70059204101562,0.9670000672340393
-35.22777,142.322505,0,237.60125732421875,0.9700000286102295
-32.25906,148.585873,1,215.70059204101562,0.9670000672340393
-37.796339,147.224576,0,182.69818115234375,1.0180000066757202
-37.122214,143.970005,0,225.90203857421875,0.9810000658035278
-38.640651,145.602982,1,202.99620056152344,0.8560000658035278
-35.001229,150.658444,0,215.70059204101562,0.9670000672340393
-37.0555,148.32573,0,215.70059204101562,0.9670000672340393
-37.7695,143.691,1,220.9967041015625,0.9670000672340393
-35.280016,149.729828,0,215.70059204101562,0.9670000672340393
-34.128131,151.131217,1,215.70059204101562,0.9670000672340393
-36.848389,145.089454,1,215.0030517578125,0.9850000739097595
-34.807696,143.078356,0,237.4011993408203,0.9660000205039978
-35.8252,148.061,1,215.70059204101562,0.9670000672340393
-35.354217,148.437938,0,215.70059204101562,0.9670000672340393
-38.165717,146.566086,1,190.29986572265625,0.9190000295639038
-36.797856,140.406691,0,243.9971466064453,0.9790000319480896
-34.580996,150.043822,0,215.70059204101562,0.9670000672340393
-38.6676,143.86,1,215.6038055419922,0.9750000238418579
-38.08724,145.93488,0,190.1002197265625,0.675000011920929
-38.2381,143.138,1,216.60348510742188,0.940000057220459
-33.755402,150.623226,1,215.70059204101562,0.9670000672340393
-36.981067,144.063613,0,226.59823608398438,0.9750000238418579
-36.930666,141.961422,0,230.59933471679688,0.9670000672340393
-35.388727,142.971506,0,236.0968475341797,0.9770000576972961
-34.482782,150.331049,1,215.70059204101562,0.9670000672340393
-35.608806,149.769667,0,215.70059204101562,0.9670000672340393
-36.2716,143.358,1,230.39927673339844,1.0240000486373901
-36.739356,140.840456,0,240.89816284179688,0.9750000238418579
-35.645264,150.134313,1,215.70059204101562,0.9670000672340393
-37.269912,145.283191,1,211.001953125,0.971000075340271
-37.1137,143.732,1,225.7980194091797,0.9830000400543213
-38.331879,144.99919,1,213.89874267578125,0.9850000739097595
-37.027475,141.751808,0,230.99945068359375,0.9570000171661377
-32.940106,146.376317,0,201.69752502441406,0.9740000367164612
-32.094565,148.512331,1,215.70059204101562,0.9670000672340393
-36.15481,146.881704,1,198.39849853515625,1.0740000009536743
-35.47498,144.166177,0,225.19784545898438,0.9830000400543213
-37.754945,145.076573,1,214.00277709960938,0.984000027179718
-37.386366,144.319884,1,223.597412109375,0.9960000514984131
-33.073618,149.141813,0,215.70059204101562,0.9670000672340393
-37.343773,144.1785,1,223.99752807617188,0.9960000514984131
-37.785,145.44,1,205.80052185058594,0.9010000228881836
-34.490879,148.340605,1,215.70059204101562,0.9670000672340393
-36.6097,144.209,1,226.39817810058594,1.0110000371932983
-36.108915,147.59696,0,215.70059204101562,0.9670000672340393
-35.296981,149.67621,0,215.70059204101562,0.9670000672340393
-36.6335,145.713,1,208.8013458251953,0.9720000624656677
-37.3713,144.011,1,225.3979034423828,0.9890000224113464
-34.536624,145.156924,0,217.69979858398438,0.9630000591278076
-35.511207,143.000737,0,235.09657287597656,0.9920000433921814
-36.143951,147.433173,1,192.10076904296875,1.1510000228881836
-35.999794,150.138219,1,215.70059204101562,0.9670000672340393
-37.025007,147.237568,1,187.09939575195312,1.0410000085830688
-36.768579,148.45533,0,215.70059204101562,0.9670000672340393
-37.7951,145.111,1,213.00250244140625,0.9850000739097595
-34.757,146.591,1,201.99948120117188,0.9320000410079956
-36.2562,144.412,1,225.10182189941406,1.0
-38.723478,146.146842,1,195.3977508544922,0.8570000529289246
-34.607844,150.618777,1,215.70059204101562,0.9670000672340393
-38.334755,143.593913,1,215.29913330078125,0.9220000505447388
-37.342414,140.891245,0,236.69700622558594,0.9300000667572021
-36.5018,142.018,1,231.79966735839844,0.9730000495910645
-35.273468,147.375269,0,192.7969512939453,1.1069999933242798
-36.03849,149.385981,0,215.70059204101562,0.9670000672340393
-38.3743,146.604,1,190.7031707763672,0.9570000171661377
-33.659937,150.133018,1,215.70059204101562,0.9670000672340393
-34.493835,150.766156,1,215.70059204101562,0.9670000672340393
-34.78454,145.819178,0,214.698974609375,0.9540000557899475
-32.10361,148.326606,1,215.70059204101562,0.9670000672340393
-33.369549,150.000034,1,215.70059204101562,0.9670000672340393
-34.9143,147.48,1,189.20396423339844,1.0390000343322754
-37.807683,145.263736,1,209.09742736816406,0.9180000424385071
-38.1178,144.637,1,218.59603881835938,0.9510000348091125
-34.04865,144.620848,0,218.00387573242188,0.9410000443458557
-33.610231,149.138702,1,215.70059204101562,0.9670000672340393
-35.735809,150.189433,1,215.70059204101562,0.9670000672340393
-38.1762,144.478,1,219.19619750976562,0.940000057220459
-37.703106,143.267672,0,220.19647216796875,0.9690000414848328
-37.7224,140.925,1,235.6967315673828,0.9470000267028809
-37.7265,141.141,1,234.60043334960938,0.9350000619888306
-33.6894,149.566,1,215.70059204101562,0.9670000672340393
-35.333316,149.481544,1,215.70059204101562,0.9670000672340393
-36.0799,145.688,1,213.49864196777344,0.971000075340271
-37.936456,142.418152,0,223.39735412597656,0.9270000457763672
-37.847511,147.637535,1,182.8982391357422,1.1470000743865967
-38.5319,145.504,1,201.50393676757812,0.8350000381469727
-34.846353,143.415819,0,234.40037536621094,0.9720000624656677
-37.774437,145.267263,1,209.00140380859375,0.9020000696182251
-38.3225,145.106,1,210.60183715820312,0.909000039100647
-36.791214,148.627619,0,215.70059204101562,0.9670000672340393
-38.409,145.479,1,203.49630737304688,0.8830000162124634
-35.3285,143.563,1,233.60015869140625,0.9750000238418579
-35.7,150.1,1,215.70059204101562,0.9670000672340393
-37.990106,145.4318,0,207.0968780517578,0.9420000314712524
-35.317,149.161,1,215.70059204101562,0.9670000672340393
-37.21136,145.429455,1,209.89764404296875,0.971000075340271
-34.835061,150.35132,0,215.70059204101562,0.9670000672340393
-38.0269,144.385,1,221.10072326660156,0.9470000267028809
-33.48736,149.431964,0,215.70059204101562,0.9670000672340393
-35.784119,150.140368,1,215.70059204101562,0.9670000672340393
-34.105652,151.079846,1,215.70059204101562,0.9670000672340393
-37.139544,144.351818,1,222.99725341796875,0.9860000610351562
-36.7025,144.26,1,225.70199584960938,1.0120000839233398
-37.567936,140.73991,0,238.40147399902344,0.9460000395774841
-35.699667,148.996865,1,215.70059204101562,0.9670000672340393
-36.4618,145.388,1,213.89874267578125,0.9740000367164612
-32.321255,148.522571,0,215.70059204101562,0.9670000672340393
-37.9541,143.373,1,217.49974060058594,0.9530000686645508
-36.800641,146.007859,1,203.39987182617188,0.9360000491142273
-33.021622,146.446454,0,200.50372314453125,0.9780000448226929
-37.940406,144.523498,0,220.9967041015625,0.9570000171661377
-37.448582,144.86009,1,217.603759765625,0.9770000576972961
-35.452639,148.608462,0,215.70059204101562,0.9670000672340393
-33.354584,147.21689,0,188.29971313476562,1.1040000915527344
-36.5529,145.988137,1,205.40042114257812,0.9540000557899475
-34.83313,148.913156,1,215.70059204101562,0.9670000672340393
-36.93631,149.659337,1,215.70059204101562,0.9670000672340393
-38.3177,142.23,1,224.10154724121094,0.937000036239624
-34.7559,149.529,1,215.70059204101562,0.9670000672340393
-34.3857,144.107081,0,221.7969207763672,0.9440000653266907
-35.727873,148.067546,0,215.70059204101562,0.9670000672340393
-35.41272,143.809864,1,230.39927673339844,0.9830000400543213
-36.219329,146.944486,1,196.10186767578125,1.0789999961853027
-37.350105,144.973914,0,216.60348510742188,0.9800000190734863
-33.9183,147.204,1,191.70065307617188,1.0670000314712524
-32.511155,150.091153,0,215.70059204101562,0.9670000672340393
-37.5451,149.452,1,215.70059204101562,0.9670000672340393
-37.864194,140.438561,0,239.49777221679688,0.971000075340271
-36.234654,149.109499,1,215.70059204101562,0.9670000672340393
-37.807562,145.263615,1,209.09742736816406,0.9180000424385071
-33.3346,148.859,1,215.70059204101562,0.9670000672340393
-33.403469,149.616381,1,215.70059204101562,0.9670000672340393
-36.003053,145.235897,0,217.40371704101562,0.9940000176429749
-37.409127,143.359775,1,223.1012725830078,0.9980000257492065
-36.3758,148.484,1,215.70059204101562,0.9670000672340393
-33.965344,149.988918,0,215.70059204101562,0.9670000672340393
-37.9164,147.71,1,215.70059204101562,0.9670000672340393
-32.627047,149.837777,1,215.70059204101562,0.9670000672340393
-36.156837,147.974401,0,215.70059204101562,0.9670000672340393
-37.7166,145.051,1,214.0988006591797,0.9830000400543213
-36.388513,148.848057,1,215.70059204101562,0.9670000672340393
-37.641573,145.085825,1,213.2025604248047,0.9750000238418579
-34.135645,144.664615,0,218.2039337158203,0.9430000185966492
-37.747592,145.286861,1,207.4969940185547,0.8840000629425049
-38.007302,145.999131,1,191.59661865234375,0.7450000643730164
-35.609193,148.615139,0,215.70059204101562,0.9670000672340393
-37.761258,142.905421,0,220.79664611816406,0.9340000152587891
-33.2809,149.065,1,215.70059204101562,0.9670000672340393
-33.9801,150.839,1,215.70059204101562,0.9670000672340393
-34.042827,150.671115,1,215.70059204101562,0.9670000672340393
-35.536993,142.057047,0,235.296630859375,0.971000075340271
-37.129981,144.332411,1,222.99725341796875,0.9860000610351562
-34.383537,143.839275,0,226.50221252441406,0.9540000557899475
-36.034513,146.98524,1,196.59799194335938,1.1160000562667847
-37.733906,141.917085,0,226.59823608398438,0.9330000281333923
-37.1002,141.05,1,236.00082397460938,0.9530000686645508
-34.328297,150.896029,1,215.70059204101562,0.9670000672340393
-34.885389,150.472865,0,215.70059204101562,0.9670000672340393
-38.459868,143.112174,0,216.40237426757812,0.9450000524520874
-36.651895,141.185067,0,236.4009246826172,0.9480000734329224
-35.9441,144.358,1,224.59768676757812,1.0049999952316284
-36.88379,148.162545,0,215.70059204101562,0.9670000672340393
-35.493705,146.580932,0,202.1995391845703,0.9490000605583191
-35.281225,150.418689,0,215.70059204101562,0.9670000672340393
-37.030548,142.799039,1,225.3979034423828,0.9720000624656677
-33.9601,150.957,1,215.70059204101562,0.9670000672340393
-38.009221,143.687321,0,217.89984130859375,0.9570000171661377
-36.849337,144.276617,1,225.50193786621094,0.9930000305175781
-32.531777,149.24586,0,215.70059204101562,0.9670000672340393
-34.531518,150.218026,1,215.70059204101562,0.9670000672340393
-37.449655,144.175774,1,224.5016632080078,0.987000048160553
-35.492385,147.56972,0,215.70059204101562,0.9670000672340393
-33.570366,144.942654,0,217.69979858398438,0.9420000314712524
-35.0951,149.352,1,215.70059204101562,0.9670000672340393
-35.230591,149.404643,1,215.70059204101562,0.9670000672340393
-36.850496,149.072877,0,215.70059204101562,0.9670000672340393
-37.598724,144.230797,1,223.39735412597656,0.9770000576972961
-36.931717,149.679422,1,215.70059204101562,0.9670000672340393
-37.493652,144.583676,1,221.30078125,0.9730000495910645
-35.0676,147.367,1,191.9007110595703,1.0670000314712524
-34.779829,150.42883,1,215.70059204101562,0.9670000672340393
-35.047863,145.377331,0,217.2996826171875,0.9740000367164612
-37.752515,145.353506,1,207.40097045898438,0.9010000228881836
-37.002608,141.55657,0,231.39955139160156,0.9530000686645508
-36.367879,146.695154,1,201.10324096679688,1.0630000829696655
